N.I.F.;Nombre 1;Nombre 2;VMA;;;;;
8904801131;HOSPITAL REGIONAL NUESTRA SENORA DE LAS;LAS MERCEDES DE COROZAL E S E;12738;;;;;
8904801353;FUNDACION HOSPITAL INFANTIL NAPOLEON FRA;N FRANCO PAREJA;12739;;;;;
8905000607;CLINICA SANTA ANA S A;;12745;;;;;
8905003095;CLINICA NORTE S A;;12747;;;;;
8905005163;CAJA DE COMPENSACION FAMILIAR DE NORTE;;12748;;;;;
8905008104;ESE HOSPITAL MENTAL RUDESINDO SOTO;;12751;;;;;
8905010199;ESE HOSPITAL SAN JUAN DE DIOS DE PAMPLON;MPLONA;12753;;;;;
8905014381;ESE HOSPITAL EMIRO QUINTERO CANIZAREZ;EZ;12754;;;;;
8905057551;OPTICA CIENTIFICA Y CIA LTDA;;12761;;;;;
8906012109;SOCIEDAD DE ESPECIALISTAS DE GIRARDOT S;OT S A S;12764;;;;;
8906800149;SANATORIO DE AGUA DE DIOS E S E;;12765;;;;;
8906800251;E S E HOSPITAL SAN RAFAEL DE FUSAGASUGA;ASUGA;12766;;;;;
8906800274;E S E HOSPITAL PEDRO LEON ALVAREZ DIAZ;DIAZ;12767;;;;;
8906800314;E S E HOSPITAL SAN ANTONIO DE ARBELAEZ;LAEZ;12768;;;;;
8906800321;EMPRESA SOCIAL DEL ESTADO HOSPITAL SAN F;SAN FRANCISCO DE VIOTA;12769;;;;;
8906800339;E S E HOSPITAL MARCO FELIPE AFANADOR DE;OR DE TOCAIMA;12770;;;;;
8907001484;CAJA DE COMPENSACION FAMILIAR DE FENALCO;NALCO DEL TOLIMA;12771;;;;;
8907005684;HOSPITAL SAN RAFAEL EMPRESA SOCIAL DEL E;DEL ESTADO;12772;;;;;
8907006944;HOSPITAL MARIA INMACULADA E S E;;12774;;;;;
8907009014;HOSPITAL SAN VICENTE DE PAUL;;12775;;;;;
8907009078;HOSPITAL SAN ANTONIO E S E;;12776;;;;;
8907009671;HOSPITAL SAN JOSE ESE;;12777;;;;;
8907010101;HOSPITAL SANTA BARBARA E S E;;12778;;;;;
8907010330;HOSPITAL SAN RAFAEL EMPRESA SOCIAL DEL;L DEL ESTADO;12779;;;;;
8907010781;HOSPITAL SANTA LUCIA;;12780;;;;;
8907013002;HOSPITAL SAN CARLOS ESE SALDANA TOLIMA;IMA;12781;;;;;
8907013532;NUEVO HOSPITAL LA CANDELARIA EMPRESA;;12782;;;;;
8907014358;HOSPITAL SANTA LUCIA EMPRESA SOCIAL DEL;DEL ESTADO;12783;;;;;
8907014594;HOSPITAL SAN JUAN BAUTISTA ESE;;12784;;;;;
8907014903;HOSPITAL SAN VICIENTE DE PAUL ESE;;12785;;;;;
8907015435;HOSPITAL CARLOS TORRENTE LLANO;;12786;;;;;
8907017155;HOSPITAL SAN ANTONIO E S E;;12787;;;;;
8907017187;HOSPITAL REGIONAL DEL LIBANO ESE;;12788;;;;;
8907019223;HOSPITAL LA MISERICORDIA E S E;;12789;;;;;
8907020801;HOSPITAL FEDERICO ARBELAEZ EMPRESA SOCIA;SOCIAL DEL ESTADO;12790;;;;;
8907021903;HOSPITAL SUMAPAZ E S E;;12791;;;;;
8907022410;HOSPITAL NUESTRA SENORA DEL CARMEN;;12792;;;;;
8907023694;E S E HOSPITAL PASTEUR MELGAR TOLIMA;MA;12794;;;;;
8907024083;HOSPITAL SAN ANTONIO DE AMBALEMA;;12795;;;;;
8907024764;HOSPITAL LA MILAGROSA EMPRESA SOCIAL DEL;L DEL ESTADO;12796;;;;;
8907032669;HOSPITAL NUESTRA SENORA DE LOURDES;;12797;;;;;
8907036307;SOCIEDAD MeDICOQUIRuRGICA DEL TOLIMA SOC;A SOCIEDAD ANoNIMA Y/O CLiNICA TOLIMA S;12799;;;;;
8907044953;HOSPITAL SAN ROQUE EMPRESA SOCIAL DEL ES;EL ESTADO NIVEL I;12801;;;;;
8907045059;HOSPITAL ISMAEL PERDOMO EMPRESA SOCIAL D;IAL DEL ESTADO;12802;;;;;
8907045557;HOSPITAL CENTRO NIVEL I PLANADAS;;12803;;;;;
8907060673;HOSPITAL SAN JOSE E S E;;12807;;;;;
8907068235;HOSPITAL REINA SOFIA DE ESPANA DE LERIDA;ERIDA TOLIMA;12808;;;;;
8907068339;HOSPITAL FEDERICO LLERAS ACOSTA E S E;E;12809;;;;;
8907070599;HOSPITAL SAN FRANCISCO EMPRESA SOCIAL DE;AL DEL ESTADO;12811;;;;;
8908010268;HOSPITAL DEPARTAMENTAL FELIPE SUAREZ ESE;Z ESE;12812;;;;;
8908010354;HOSPITAL SAN JOSE DE AGUADAS ESE;;12813;;;;;
8908010995;HOSPITAL SANTA SOFIA DE CALDAS ESE;;12814;;;;;
8908011607;HERMANAS DE LA CARIDAD DOMINICAS DE LA P;LA PRESENTACION DE LA SANTISIMA VIRGEN;12815;;;;;
8908012010;CRUZ ROJA COLOMBIANA SECCIONAL CALDAS;AS;12816;;;;;
8908012350;HOSPITAL SAN RAFAEL;;12817;;;;;
8908012748;ESE MUNICIPAL HOSPITAL SAN CAYETANO DE M;DE MARQUETALIA;12818;;;;;
8908014959;CLINICA PSIQUIATRICA SAN JUAN DE DIOS;OS;12819;;;;;
8908015172;E S E HOSPITAL SANTA TERESITA DE PACORA;CORA;12820;;;;;
8908015624;ESE HOSPITAL DEPARTAMENTAL SAN JOSE DE N;DE NEIRA;12821;;;;;
8908016994;ESE HOSPITAL SAN ANTONIO DE MANZANARES C;RES CALDAS;12822;;;;;
8908017193;ESE HOSPITAL LOCAL SAN JUAN DE DIOS;;12823;;;;;
8908017580;ESE HOSPITAL SAN LORENZO DE SUPIA;;12824;;;;;
8908019444;ESE DEPARTAMENTAL HOSPITAL SAN ANTONIO D;NIO DE VILLAMARIA;12825;;;;;
8908019895;HOSPITAL DEPARTAMENTAL SAN JUAN;;12826;;;;;
8908020366;ESE HOSPITAL SAN MARCOS;;12827;;;;;
8908022181;ESE HOSPITAL DEPARTAMENTAL SAN VICENTE D;NTE DE PAUL;12828;;;;;
8908022237;ESE HOSPITAL SAN BERNARDO;;12829;;;;;
8908023568;CORPORACION ALBERTO ARANGO RESTREPO CEDE;CEDER;12830;;;;;
8908026286;ESE HOSPITAL DEPARTAMENTAL SAN SIMON DE;N DE VICTORIA;12832;;;;;
8908029614;ESE HOSPITAL SAN JOSE DE SAMANA;;12833;;;;;
8908029789;ESE HOSPITAL SAN JOSE;;12834;;;;;
8908052033;ESE HOSPITAL LA MERCED;;12837;;;;;
8908059238;INSTITUTO OFTALMOLOGICO DE CALDAS S A;A;12840;;;;;
8908075915;SERVICIOS ESPECIALES DE SALUD;;12842;;;;;
8909005184;FUNDACION HOSPITALARIA SAN VICENTE;;12843;;;;;
8909018262;HOSPITAL PABLO TOBON URIBE;;12855;;;;;
8909021514;ESE HOSPITAL SANTA ISABEL;;12856;;;;;
8909029226;UNIVERSIDAD PONTIFICIA BOLIVARIANA;;12857;;;;;
8909037779;SOCIEDAD MEDICA ANTIOQUENA S A SOMA;A;12860;;;;;
8909046467;HOSPITAL GENERAL DE MEDELLIN LUZ CASTR;CASTRO DE GUTIERREZ;12863;;;;;
8909050978;ESE HOSPITAL FRANCISCO ELADIO BARRERA;RA;12865;;;;;
8909051541;CLINICA SAN JUAN DE DIOS LA CEJA;;12866;;;;;
8909051668;ESE HOSPITAL MENTAL DE ANTIOQUIA;;12867;;;;;
8909051779;ESE HOSPITAL LA MARIA;;12868;;;;;
8909051937;ESE HOSPITAL SAN VICENTE DE PAUL;;12869;;;;;
8909051983;EMPRESA SOCIAL DEL ESTADO HOSPITAL SANTA;SANTAMARIA;12870;;;;;
8909058436;COMUNIDAD DE HERMANAS DOMINICAS DE LA PR;LA PRESENTACION DE LA SANTISIMA VIRGEN D;12871;;;;;
8909062116;E S E HOSPITAL MUNICIPAL SAN ROQUE;;12872;;;;;
8909063461;ESE HOSPITAL SAN FERNANDO;;12874;;;;;
8909063479;E S E HOSPITAL MANUEL URIBE ANGEL;;12875;;;;;
8909065601;ESE HOSPITAL SAN RAFAEL DE SANTO DOMINGO;MINGO;12876;;;;;
8909069668;EMPRESA SOCIAL DEL ESTADO MARCO A CARDO;CARDONA;12889;;;;;
8909069912;EMPRESA SOCIAL DEL ESTADO HOSPITAL MARIA;MARIA ANTONIA TORO DE ELEJALDE;12890;;;;;
8909072151;ESE HOSPITAL SAN VICENTE DE PAuL;;12891;;;;;
8909072411;ESE HOSPITAL LA MERCED;;12892;;;;;
8909072547;HOSPITAL SAN JUAN DE DIOS E S E RIONEGRO;NEGRO ANTIOQUIA;12893;;;;;
8909072790;EMPRESA SOCIAL DEL ESTADO HOSPITAL SAN J;SAN JUAN DE DIOS;12894;;;;;
8909072973;ESE HOSPITAL SAN JUAN DE DIOS;;12895;;;;;
8909118161;CLINICA MEDELLIN SA;;12898;;;;;
8909253369;CLINICA DE CIRUGIA AMBULATORIA CONQUISTA;UISTADORES S A;12906;;;;;
8909300712;ESCANOGRAFiA NEUROLoGICA S A;;12910;;;;;
8909334084;CLINICA OFTALMOLOGICA DE ANTIOQUIA SA;;12915;;;;;
8909337261;SERVICIOS MEDICOS SAN IGNACIO S A S;;12916;;;;;
8909387748;CLINICA DEL PRADO S A;;12924;;;;;
8909399369;SOCIEDAD MEDICA RIONEGRO SA;;12927;;;;;
8909428322;LABORATORIO CLINICO HEMATOLOGICO S A;A;12931;;;;;
8909800035;EMPRESA SOCIAL DEL ESTADO SAN JUAN DE DI;DE DIOS;12933;;;;;
8909800669;ESE HOSPITAL SAN RAFAEL ITAGUI;;12934;;;;;
8909801818;ESE HOSPITAL DE SANTA LUCIA;;12937;;;;;
8909803269;ESE HOSPITAL SAN JUAN DE DIOS;;12938;;;;;
8909803466;ESE HOSPITAL SAN JUAN DE DIOS;;12939;;;;;
8909803670;ESE HOSPITAL SAN RAFAEL;;12940;;;;;
8909804441;EMPRESA SOCIAL DEL ESTADO HOSPITAL SAN A;SAN ANTONIO;12941;;;;;
8909804869;EMPRESA SOCIAL DEL ESTADO HOSPITAL SAN J;SAN JUAN DE DIOS;12943;;;;;
8909806439;HOSPITAL SAN JUAN DE DIOS DE ABEJORRAL;RAL;12945;;;;;
8909807279;ESE HOSPITAL SAN RAFAEL;;12946;;;;;
8909807326;ESE HOSPITAL GABRIEL PELAEZ MONTOYA;;12947;;;;;
8909807523;ESE HOSPITAL SAN JUAN DE DIOS;;12948;;;;;
8909807571;ESE HOSPITAL CESAR URIBE PIEDRAHITA;;12949;;;;;
8909807587;ESE HOSPITAL DE LA CEJA;;12950;;;;;
8909807659;NUEVA ESE HOSPITAL SAN RAFAEL JERICO;O;12951;;;;;
8909807849;ESE HOSPITAL SAN CARLOS;;12952;;;;;
8909808141;EMPRESA SOCIAL DEL ESTADO HOSPITAL SAN R;SAN RAFAEL;12953;;;;;
8909808284;ESE HOSPITAL SAN JUAN DIOS;;12954;;;;;
8909808403;ESE HOSPITAL SAN JUAN DE DIOS;;12955;;;;;
8909808553;EMPRESA SOCIAL DEL ESTADO HOSPITAL SAN J;SAN JUAN DE DIOS;12956;;;;;
8909808664;ESE HOSPITAL SAN ROQUE;;12957;;;;;
8909809497;ESE HOSPITAL SANTA MARGARITA;;12958;;;;;
8909809711;EMPRESA SOCIAL DEL ESTADO IVAN RESTREPO;REPO GOMEZ;12960;;;;;
8909809970;EMPRESA SOCIAL DEL ESTADO HOSPITAL MARIA;MARIA AUXILIADORA;12961;;;;;
8909811084;ESE HOSPITAL SAN JUAN DE DIOS DE COCORNA;CORNA;12964;;;;;
8909811378;EMPRESA SOCIAL DEL ESTADO HOSPITAL FRANC;FRANCISCO VALDERRAMA;12965;;;;;
8909811631;ESE HOSPITAL SAN ANTONIO;;12966;;;;;
8909811821;ESE HOSPITAL PADRE CLEMENTE GIRALDO;;12967;;;;;
8909812684;ESE HOSPITAL LA ANUNCIACION;;12969;;;;;
8909813747;FUNDACION INSTITUTO NEUROLOGICO DE COLOM;COLOMBIA;12970;;;;;
8909814247;ESE HOSPITAL SAN JOSE;;12971;;;;;
8909815363;EMPRESA SOCIAL DEL ESTADO HOSPITAL SAN R;SAN RAFAEL DE YOLOMBO;12974;;;;;
8909815618;ESE HOSPITAL SAN VICENTE DE PAUL;;12975;;;;;
8909816521;ESE HOSPITAL SAN JOAQUIN NARINO ANTIOQUI;IOQUIA;12977;;;;;
8909817194;ESE HOSPITAL NUESTRA SENORA DE LA CANDEL;ANDELARIA;12979;;;;;
8909817266;ESE HOSPITAL SAN JUAN DE DIOS YARUMAL;AL;12980;;;;;
8909818178;ESE HOSPITAL LA INMACULADA;;12981;;;;;
8909818486;ESE HOSPITAL SAN LUIS BELTRAN;;12982;;;;;
8909818519;EMPRESA SOCIAL DEL ESTADO HOSPITAL SAN J;SAN JULIAN;12983;;;;;
8909820912;ESE HOSPITAL SAN RAFAEL;;12986;;;;;
8909821018;E S E HOSPITAL EL CARMEN;;12987;;;;;
8909821136;EMPRESA SOCIAL DEL ESTADO HOSPITAL GUSTA;GUSTAVO GONZALEZ OCHOA;12988;;;;;
8909821247;ESE HOSPITAL SAN JUAN DE DIOS;;12990;;;;;
8909821340;ESE HOSPITAL PEDRO NEL CARDONA DE ARBOLE;RBOLETES;12991;;;;;
8909821397;EMPRESA SOCIAL DEL ESTADO HOSPITAL SAN L;SAN LORENZO;12994;;;;;
8909821530;EMPRES SOCIAL DEL ESTADO HOSPITAL SAN MA;AN MARTIN DE PORRES;12996;;;;;
8909821824;EMPRESA SOCIAL DEL ESTADO HOSPITAL SAN P;SAN PABLO;12998;;;;;
8909821849;EMPRESA SOCIAL DEL ESTADO HORACIO MUNOZ;UNOZ SUESCUN;13000;;;;;
8909822641;ESE HOSPITAL SAN JUAN DE DIOS;;13001;;;;;
8909823702;EMPRESA SOCIAL DEL ESTADO HOSPITAL;;13002;;;;;
8909824306;EMPRESA SOCIAL DEL ESTADO HOSPITAL ISABE;ISABEL LA CATOLICA;13003;;;;;
8909826081;CORPORACION PARA ESTUDIOS EN SALUD CLINI;CLINICA CES;13005;;;;;
8909837383;HOSPITAL DEL MUNICIPIO DE SAN VICENTE AN;TE ANTIOQUIA;13007;;;;;
8909838439;ESE HOSPITAL SAN ANTONIO;;13010;;;;;
8909839942;FUNDACION SANTA MARIA;;13011;;;;;
8909841561;CENTRO DE INVESTIGACIONES MeDICAS DE ANT;E ANTIOQUIA;13013;;;;;
8909846706;EMPRESA SOCIAL DEL ESTADO HOSPITAL;;13015;;;;;
8909850923;EMPRESA SOCIAL DEL ESTADO HOSPITAL SAN V;SAN VICENTE DE PAUL;13019;;;;;
8909856037;ESE HOSPITAL SAN SEBASTIAN DE URABA;;13022;;;;;
8909856607;ESE HOSPITAL OSCAR EMIRO VERGARA CRUZ;;13023;;;;;
8909857035;ESE HOSPITAL MARCO FIDEL SUAREZ;;13024;;;;;
8909858105;EMPRESA SOCIAL DEL ESTADO HOSPITAL;;13025;;;;;
8910004994;E S E HOSPITAL SAN JOSE DE SAN BERNARDO;ARDO DEL VIENTO;13027;;;;;
8910007365;E S E HOSPITAL SAN NICOLAS;;13030;;;;;
8910011228;CLINICA MONTERIA S A;;13031;;;;;
8910799995;ESE HOSPITAL SAN JERONIMO DE MONTERIA;;13032;;;;;
8910800155;EMPRESA SOCIAL DEL ESTADO HOSPITAL SANDI;SANDIEGO DE CERETE;13033;;;;;
8911038896;ESE HOSPITAL SANTA TERESA;;13036;;;;;
8911039681;EMPRESA SOCIAL DEL ESTADO HOSPITAL MARIA;MARIA AUXILIADORA;13037;;;;;
8911800265;HOSPITAL DEPARTAMENTAL SAN VICENTE DE PA;DE PAUL DE GARZON;13040;;;;;
8911800390;ESE HOSPITAL DEL ROSARIO;;13041;;;;;
8911800652;ESE HOSPITAL SAN ANTONIO;;13042;;;;;
8911800914;EMPRESA SOCIAL DEL ESTADO HOSPITAL SAN F;SAN FRANCISCO DE ASIS;13043;;;;;
8911800985;HOSPITRAL DEPARTAMENTAL HOSPITAL MARIA I;RIA INMACULADA ESE;13044;;;;;
8911801138;ESE HOSPITAL ARSENIO REPIZO VANEGAS;;13045;;;;;
8911801177;ESE HOSPITAL DEPARTAMENTAL SAN ANTONIO D;NIO DE PADUA;13046;;;;;
8911801342;ESE HOSPITAL DEPARTAMENTAL SAN ANTONIO D;NIO DE PITALITO;13047;;;;;
8911801478;ESE HOSPITAL MUNICIPAL SAN ANTONIO DE EL;DE EL AGRADO;13048;;;;;
8911801596;ESE HOSPITAL TULIA DURAN DE BORRERO;;13049;;;;;
8911801905;ESE HOSPITAL NUESTRA SENORA DE FATIMA DE;MA DE SUAZA;13050;;;;;
8911801983;ESE HOSPITAL MUNICIPAL SAN ANTONIO;;13051;;;;;
8911802326;E S E HOSPITAL SAN ANTONIO DE TARQUI;I;13052;;;;;
8911802381;ESE HOSPITAL SAN CARLOS;;13053;;;;;
8911802627;CRUZ ROJA COLOMBIANA SECCIONAL HUILA;A;13054;;;;;
8911802680;HOSPITAL UNIVERSITARIO HERNANDO MONCALEA;CALEANO PERDOMO;13055;;;;;
8911900118;E S E HOSPITAL SAN RAFAEL;;13056;;;;;
8912000327;CLINICA NUESTRA SEÑORA DE FATIMA S.A;;13059;;;;;
8912002093;FUNDACION HOSPITAL SAN PEDRO;;13060;;;;;
8912002402;HOSPITAL INFANTIL LOS ANGELES;;13061;;;;;
8912002480;ESE HOSPITAL CLARITA SANTOS DE SANDONA;ONA;13062;;;;;
8912003726;CRUZ ROJA COLOMBIANA SECCIONAL NARINO;NO;13064;;;;;
8912004455;E S E HOSPITAL SAN ANTONIO DE BARBACOAS;ACOAS;13065;;;;;
8912005288;E S E HOSPITAL UNIVERSITARIO DEPARTAMEN;TAMENTAL DE NARINO;13066;;;;;
8912005439;HOSPITAL SAN CARLOS E S E;;13067;;;;;
8912006222;ESE HOSPITAL LORENCITA VILLEGAS DE SANTO;SANTOS;13068;;;;;
8912006791;EMPRESA SOCIAL DEL ESTADO HOSPITAL JOSE;;13070;;;;;
8912009528;E S E HOSPITAL EDUARDO SANTOS;;13071;;;;;
8912011082;HOSPITAL SAGRADO CORAZoN DE JESuS EMPRES;MPRESA SOCIAL DEL ESTADO DE EL CHARCO;13073;;;;;
8912014102;HOSPITAL EL BUEN SAMARITANO E S E LA CR;LA CRUZ;13074;;;;;
8912015780;SERVICIOS AEREOS PANAMERICANOS SAS;;13075;;;;;
8912018452;ESE HOSPITAL PiO XII;;13076;;;;;
8913000476;CLINICA PALMIRA S A;;13079;;;;;
8913800460;HOSPITAL SAN ROQUE;;13085;;;;;
8913800541;FUNDACION HOSPITAL SAN JOSE DE BUGA;;13087;;;;;
8913800557;HOSPITAL BENJAMIN BARNEY GASCA;;13088;;;;;
8913800708;ESE HOSPITAL DEL ROSARIO;;13089;;;;;
8913801032;ESE HOSPITAL SAN RAFAEL;;13090;;;;;
8913801849;ESE HOSPITAL LOCAL;;13091;;;;;
8914013087;E S E HOSPITAL NAZARETH DE QUINCHiA;A;13092;;;;;
8914016431;EMPRESA SOCIAL DEL ESTADO HOSPITAL SAN P;SAN PEDRO Y SAN PABLO;13093;;;;;
8914017778;E S E HOSPITAL SAN VICENTE D PAUL;;13095;;;;;
8914080314;CRUZ ROJA COLOMBIANA SECCIONAL RISARALDA;RALDA IPS;13096;;;;;
8914085861;LIGA CONTRA EL CANCER SECCIONAL;;13097;;;;;
8914087479;ESE HOSPITAL SAN JOSE MARSELLA;;13098;;;;;
8914088517;ANALIZAR LABORATORIO CLINICO AUTOMATIZAD;TIZADO S A S;13099;;;;;
8914089181;EMPRESA SOCIAL DEL ESTADO HOSPITAL SAN J;SAN JOSE;13101;;;;;
8914090175;E S E HOSPITAL SAN VICENTE DE PAUL APIA;APIA;13103;;;;;
8914090254;ESE HOSPITAL SAN RAFAEL;;13104;;;;;
8914093908;RADIOLOGOS ASOCIADOS SAS;;13106;;;;;
8914099810;CLINICA LOS ROSALES S A;;13108;;;;;
8914106610;E S E HOSPITAL SANTA ANA;;13109;;;;;
8914113818;LABORATORIO CLINICO PATOLOGICO LOPEZ COR;Z CORREA S A;13110;;;;;
8914116631;ESE HOSPITAL SANTA MoNICA;;13111;;;;;
8914116654;ESE HOSPITAL CRISTO REY;;13112;;;;;
8914121260;ESE HOSPITAL SAN VICENTE DE PAUL;;13114;;;;;
8914121341;ESE HOSPITAL MENTAL UNIVERSITARIO;;13115;;;;;
8914129234;CLINICA MARANON SAS;;13116;;;;;
8914800001;CAJA DE COMPENSACION FAMILIAR;;13117;;;;;
8914800366;E S E HOSPITAL SAN VICENTE DE PAUL;;13118;;;;;
8915000847;HOSPITAL FRANCISCO DE PAULA SANTANDER;;13119;;;;;
8915007360;E S E HOSPITAL NIVEL I EL BORDO;;13122;;;;;
8915011040;EMPRESA SOCIAL DEL ESTADO HOSPITAL DE EL;DE EL TAMBO CAUCA;13123;;;;;
8915016761;ESE HOSPITAL SUSANA LOPEZ DE VALENCIA;IA;13124;;;;;
8915800025;HOSPITAL UNIVERSITARIO SAN JOSE DE POPAY;POPAYAN E S E;13127;;;;;
8916800475;ESE HOSPITAL DEPARTAMENTAL SAN FRANCISCO;CISCO DE ASIS;13130;;;;;
8916800658;EMPRESA SOCIAL DEL ESTADO HOSPITAL SAN R;SAN ROQUE;13131;;;;;
8917016641;SOCIEDAD MEDICA DE SANTA MARTA S A CL;CLINICA EL PRADO;13133;;;;;
8917800087;E S E HOSPITAL SAN RAFAEL;;13135;;;;;
8917801852;HOSPITAL UNIVERSITARIO FERNANDO TROCONIS;CONIS;13136;;;;;
8918000235;CLINICA TUNDAMA S A;;13137;;;;;
8918002310;EMPRESA SOCIAL DEL ESTADO HOSPITAL SAN R;SAN RAFAEL TUNJA;13139;;;;;
8918003358;EMPRESA SOCIAL DEL ESTADO HOSPITAL SANTA;SANTA MARTA DE SAMACA;13140;;;;;
8918003951;HOSPITAL REGIONAL DE MONIQUIRA ESE;;13141;;;;;
8918005702;EMPRESA SOCIAL DEL ESTADO HOSPITAL JOSE;JOSE CAYETANO VASQUEZ;13142;;;;;
8918006116;EMPRESA SOCIAL DEL ESTADO HOSPITAL;;13143;;;;;
8918006449;ESE HOSPITAL SAN VICENTE DE RAMIRIQUI;UI;13144;;;;;
8918008570;EMPRESA SOCIAL DEL ESTADO HOSPITAL BAUDI;BAUDILIO ACERO;13145;;;;;
8918009063;ESE HOSPITAL SAN FRANCISCO DE VILLA DE L;DE LEYVA;13146;;;;;
8918009823;EMPRESA SOCIAL DEL ESTADO CENTRO DE REHA;REHABILITACION INTEGRAL DE BOYACA;13147;;;;;
8918019409;CRUZ ROJA COLOMBIANA SECCIONAL BOYACA;CA;13149;;;;;
8918550295;HOSPITAL REGIONAL LA ORINOQUIA ESE;;13150;;;;;
8918550399;HOSPITAL REGIONAL DE SOGAMOSO EMPRESA SO;SA SOCIAL DEL ESTADO;13151;;;;;
8918554391;E S E HOSPITAL ANDRES GIRARDOT DE GUICA;GUICAN;13154;;;;;
8918557199;ESE HOSPITAL SAN JOSE DEL COCUY;;13156;;;;;
8918558473;SOCIEDAD CLINICA CASANARE LTDA;;13157;;;;;
8918561614;CLINICA EL LAGUITO S A;;13158;;;;;
8918563721;CLINICA DE ESPECIALISTAS LTDA;;13159;;;;;
8918565079;SOCIEDAD CLINICA BOYACA LIMITADA;;13160;;;;;
8919003436;HOSPITAL DEPARTAMENTAL SAN ANTONIO;;13161;;;;;
8919003561;ESE HOSPITAL SANTANDER;;13162;;;;;
8919003619;HOSPITAL SAGRADA FAMILIA ESE;;13163;;;;;
8919003672;HOSPITAL GONZALO CONTRERAS EMPRESA;;13164;;;;;
8919003902;HOSPITAL SAN VICENTE FERRER ESE;;13165;;;;;
8919004140;HOSPITAL SANTA ANA ESE;;13166;;;;;
8919004387;HOSPITAL SAN VICENTE DE PAUL;;13167;;;;;
8919004411;ESE HOSPITAL DEPARTAMENTAL SAN RAFAEL;;13168;;;;;
8919004466;HOSPITAL SANTA ANA DE LOS CABALLEROS;;13169;;;;;
8919004814;ESE HOSPITAL NUESTRA SENORA DE LOS SANTO;SANTOS;13170;;;;;
8919006502;HOSPITAL SAN BERNABE ESE;;13171;;;;;
8919007328;HOSPITAL KENNEDY ESE;;13172;;;;;
8919008870;ESE HOSPITAL SANTA CATALINA;;13173;;;;;
8919010411;ESE HOSPITAL LOCAL DE OBANDO;;13174;;;;;
8919011015;HOSPITAL PIO XII ESE;;13177;;;;;
8919011237;E S E HOSPITAL SANTA CRUZ;;13178;;;;;
8919011584;HOSPITAL DPTAL TOMAS URIBE URIBE;;13179;;;;;
8919012962;HOSPITAL SANTA LUCIA ESE DE EL DOVIO VAL;O VALLE;13180;;;;;
8919017458;ESE HOSPITAL SAN JOSE;;13183;;;;;
8919821297;E S E HOSPITAL SAN JUAN DE DIOS VALDIVIA;DIVIA;13186;;;;;
8920002644;HOSPITAL MUNICIPAL DE ACACIAS ESE;;13187;;;;;
8920004017;INVERSIONES CLINICA DEL META S A;;13188;;;;;
8920004586;HOSPITAL LOCAL DE SAN MARTIN ESE;;13189;;;;;
8920005015;HOSPITAL DEPARTAMENTAL DE VILLAVICENCIO;NCIO;13190;;;;;
8920015881;CLINICA MARTHA S A;;13191;;;;;
8920019908;E S E HOSPITAL NUESTRA SENORA DEL PILAR;PILAR DE MEDINA;13192;;;;;
8921150097;EMPRESA SOCIAL DEL ESTADO HOSPITAL NUEST;NUESTRA SENORA DE LOS REMEDIOS;13201;;;;;
8921150105;HOSPITAL SAN RAFAEL NIVEL II;;13202;;;;;
8921150968;SOCIEDAD MEDICA CLINICA RIOHACHA SAS;S;13203;;;;;
8921201151;ESE HOSPITAL SAN JOSE DE MAICAO;;13207;;;;;
8921700021;HOSPITAL SAN AGUSTIN DE FONSECA;;13208;;;;;
8922002739;CLINICA LAS PENITAS S A S;;13209;;;;;
8922800331;HOSPITAL UNIVERSITARIO DE SINCELEJO E S;E S E;13213;;;;;
8923001754;HOSPITAL REGIONAL SAN ANDRES ESE;;13214;;;;;
8923001793;HOSPITAL INMACULADA CONCEPCION ESE;;13215;;;;;
8923002096;ESE HOSPITAL TAMALAMEQUE;;13216;;;;;
8923003435;HOSPITAL SAN JOSE ESE;;13218;;;;;
8923003585;E S E HOSPITAL AGUSTIN CODAZZI;;13219;;;;;
8923003879;HOSPITAL OLAYA HERRERA;;13220;;;;;
8923004458;ESE HOSPITAL REGIONAL DE AGUACHICA JOSE;JOSE DAVID PADILLA VILLAFANE;13221;;;;;
8923007081;CLINICA VALLEDUPAR S A;;13222;;;;;
8923009799;CLINICA DEL CESAR S A;;13224;;;;;
8923999945;HOSPITAL ROSARIO PUMAREJO DE LOPEZ EMP;EMPRESA SOCIAL DEL ESTADO;13225;;;;;
8924007365;SERVICIO MEDICO LTDA;;13226;;;;;
8999990174;SOCIEDAD DE CIRUGIA DE BOGOTA;;13227;;;;;
8999990325;ESE HOSPITAL UNIVERSITARIO DE LA SAMARIT;MARITANA;13234;;;;;
8999991237;FUNDACION HOSPITAL DE LA MISERICORDIA;;13237;;;;;
8999991473;E S E HOSPITAL EL SALVADOR;;13238;;;;;
8999991506;E S E HOSPITAL SANTA BARBARA DE VERGARA;RGARA;13239;;;;;
8999991561;E S E HOSPITAL SAN ANTONIO CHIA;;13241;;;;;
8999991584;ESE HOSPITAL SAN ANTONIO;;13242;;;;;
8999991617;ESE HOSPITAL HABACUC CALDERON DE CARMEN;RMEN DE CARUPA;13243;;;;;
8999991631;E S E HOSPITAL SAN FRANCISCO DE GACHETA;CHETA;13244;;;;;
8999991649;ESE HOSPITAL NUESTRA SENORA DEL;;13245;;;;;
8999991656;EMPRESA SOCIAL DEL ESTADO HOSPITAL SAN J;SAN JOSE;13246;;;;;
9000004276;E S E POLICLINICO DE JUNIN;;13249;;;;;
